bowler_canonical_id,bowler_canonical_name,spells,overs_bowled,legal_balls,runs_conceded,wickets,economy_overall,strike_rate_balls_per_wicket,spell_economy_p10,spell_economy_p50,spell_economy_p90,two_plus_wicket_spell_rate,dot_ball_pct,qualified,expensive_over_rate,last_active_season,is_recently_active
7c8f533d,JS Paris,127,124.33,746,1073,41,8.63,18.2,3.0,7.0,15.0,0.0236,42.63,True,0.2362,2025,True
ded9ff1e,JNT Seales,126,124.17,745,1130,32,9.101,23.28,2.0,9.0,16.5,0.0238,42.68,True,0.3413,2026,True
9caf69a1,WG Jacks,127,124.0,744,957,39,7.718,19.08,2.4,7.0,14.64,0.0394,37.1,True,0.1667,2026,True
54e52590,Vijaykumar Vyshak,123,122.5,735,1217,37,9.935,19.86,4.0,9.0,17.8,0.0488,31.84,True,0.3415,2026,True
0a67aec0,Akash Deep,123,122.17,733,1047,35,8.57,20.94,2.2,8.0,15.0,0.0163,42.84,True,0.2358,2025,True
4bd09374,Akash Madhwal,124,122.0,732,1073,42,8.795,17.43,3.0,9.0,15.0,0.0403,40.03,True,0.2581,2025,True
3fb19989,MA Starc,123,121.83,731,1217,52,9.989,14.06,3.2,9.0,16.8,0.0894,41.31,True,0.3333,2026,True
679cd31e,SJ Cook,139,121.83,731,1126,49,9.242,14.92,3.6,7.2,18.24,0.0288,36.94,True,0.1986,2026,True
6dd8b88c,Usama Mir,125,121.33,728,974,37,8.027,19.68,3.0,7.0,15.36,0.032,34.75,True,0.2266,2026,True
d3611425,LI Meriwala,123,120.67,724,860,54,7.127,13.41,2.0,6.0,12.8,0.0894,41.44,True,0.1463,2024,False
765a4731,Mukesh Choudhary,122,120.67,724,1110,41,9.199,17.66,4.0,8.0,16.0,0.0574,43.51,True,0.2705,2026,True
4312e8f9,A Sheth,121,120.17,721,950,45,7.906,16.02,3.0,7.0,14.0,0.0661,41.05,True,0.2231,2024,False
68e26ec9,M Kelly,122,120.17,721,997,47,8.297,15.34,3.0,8.0,14.9,0.041,38.28,True,0.1967,2024,False
9061a703,J Little,126,119.67,718,1092,46,9.125,15.61,2.4,8.0,16.9,0.0476,40.25,True,0.2812,2024,False
3a60e0b5,WD Parnell,127,119.33,716,1100,54,9.218,13.26,2.0,8.4,16.0,0.0787,40.5,True,0.2992,2023,False
9d704f6f,SZ Mulani,117,117.17,703,783,35,6.683,20.09,2.0,6.0,12.0,0.0342,43.1,True,0.1538,2024,False
77b1aa15,Harshit Rana,118,117.17,703,1105,42,9.431,16.74,3.0,9.0,15.3,0.0339,39.83,True,0.3051,2025,True
c4d9634c,RRS Cornwall,117,116.5,699,911,34,7.82,20.56,3.0,7.0,14.0,0.0427,42.35,True,0.1795,2026,True
519c30cb,CJ Gannon,117,116.17,697,1052,37,9.056,18.84,3.0,9.0,16.0,0.0256,35.58,True,0.265,2026,True
09a71776,Satyajeet Bachhav,116,116.0,696,755,40,6.509,17.4,2.0,6.0,11.5,0.0517,39.22,True,0.1034,2021,False
81049310,J Yadav,116,115.83,695,797,24,6.881,28.96,2.5,6.0,12.0,0.0172,37.55,True,0.1207,2023,False
003d49e6,JJ Bazley,116,115.17,691,1008,33,8.753,20.94,3.0,8.0,15.8,0.0172,33.57,True,0.2414,2024,False
b8527c3d,Rasikh Salam,116,115.0,690,1076,38,9.357,18.16,4.0,9.0,16.0,0.0517,35.51,True,0.2586,2026,True
a457cfb5,Mayank Dagar,115,114.83,689,702,29,6.113,23.76,2.0,5.0,11.0,0.0348,41.65,True,0.087,2024,False
055be93a,HTRY Thornton,115,114.67,688,990,50,8.634,13.76,3.0,8.0,15.0,0.0696,40.41,True,0.2522,2025,True
f29185a1,Abhishek Sharma,114,113.83,683,896,25,7.871,27.32,3.0,7.0,13.0,0.0263,35.14,True,0.1842,2026,True
871e9faf,Basil Thampi,115,113.0,678,1000,32,8.85,21.19,2.64,8.0,16.0,0.0261,39.38,True,0.2696,2022,False
9de62878,Shadab Khan,113,112.83,677,881,34,7.808,19.91,3.0,7.2,13.84,0.0265,34.56,True,0.2105,2026,True
f2c936d7,MJ Owen,116,112.83,677,1158,41,10.263,16.51,4.0,9.0,21.0,0.0517,30.58,True,0.3017,2026,True
e1e7f950,Akshay Karnewar,113,112.83,677,612,35,5.424,19.34,1.2,4.0,11.0,0.0619,46.38,True,0.0885,2022,False
26a85969,R Dhawan,113,112.5,675,859,41,7.636,16.46,3.0,7.0,13.0,0.0531,40.15,True,0.1858,2024,False
cdc6bdba,S Sandeep Warrier,114,112.33,674,846,31,7.531,21.74,2.0,7.0,14.7,0.0263,49.11,True,0.193,2024,False
e7de4f6b,RR Emrit,112,111.0,666,926,31,8.342,21.48,2.1,8.0,14.0,0.0357,38.59,True,0.2232,2020,False
b08e58e2,LR Morris,112,110.83,665,918,40,8.283,16.62,3.0,8.0,14.0,0.0357,42.26,True,0.2589,2024,False
2e78f685,KR Sen,114,110.5,663,985,29,8.914,22.86,3.0,8.5,16.0,0.0175,39.06,True,0.2281,2024,False
05c2ca46,RE van der Merwe,111,110.5,663,913,46,8.262,14.41,4.0,7.0,15.0,0.0541,32.43,True,0.1765,2023,False
81c08fa3,Umran Malik,111,110.17,661,954,42,8.66,15.74,2.0,8.0,16.0,0.0721,45.54,True,0.2703,2024,False
be869ccf,GHS Garton,114,107.0,642,1012,34,9.458,18.88,3.18,9.0,16.8,0.0439,40.19,True,0.2712,2025,True
e412cb64,HF Gurney,106,106.0,636,814,33,7.679,19.27,3.0,6.5,13.0,0.0,36.64,True,0.1887,2019,False
a4e37e47,S Dube,106,105.67,634,905,28,8.565,22.64,2.0,7.0,16.5,0.0189,30.6,True,0.2642,2026,True
18fac429,SR Patel,112,105.67,634,897,33,8.489,19.21,3.0,7.2,16.62,0.0446,34.54,True,0.1795,2025,True
54c2b697,M Pretorius,105,105.0,630,1007,32,9.59,19.69,3.0,9.0,17.0,0.0286,34.6,True,0.2952,2024,False
d7725664,RA Reifer,108,104.67,628,969,45,9.258,13.96,3.0,8.0,17.0,0.0741,35.83,True,0.2685,2024,False
894b2d25,MJ Potts,122,104.17,625,998,27,9.581,23.15,3.6,8.7,16.41,0.0164,33.76,True,0.192,2026,True
f6d8a7ab,K Kartikeya,103,103.0,618,762,30,7.398,20.6,2.2,6.0,14.8,0.0388,38.67,True,0.1942,2025,True
83d17bbc,MW Forde,104,103.0,618,860,34,8.35,18.18,2.0,7.5,16.0,0.0481,46.44,True,0.2212,2026,True
9c9af282,Naseem Shah,104,103.0,618,801,34,7.777,18.18,2.0,7.0,14.0,0.0192,44.82,True,0.2115,2026,True
1ac2a995,HR Walsh,103,102.33,614,808,36,7.896,17.06,2.0,8.0,15.0,0.0291,43.0,True,0.2233,2024,False
1f84183a,Nikhil Chaudhary,102,102.0,612,825,25,8.088,24.48,3.06,8.0,12.0,0.0196,31.05,True,0.125,2026,True
97b0e4ff,SC van Schalkwyk,103,101.83,611,1005,35,9.869,17.46,4.0,9.0,17.8,0.0583,33.22,True,0.3398,2026,True
fb2d1dda,N Rana,104,101.17,607,740,33,7.315,18.39,2.3,6.0,13.7,0.0288,34.43,True,0.1346,2026,True
9d80c5e1,S Nadeem,101,100.83,605,779,22,7.726,27.5,3.0,7.0,14.0,0.0297,31.24,True,0.198,2021,False
9ca68676,AM Ghazanfar,102,100.67,604,838,33,8.325,18.3,3.0,8.0,15.0,0.049,35.1,True,0.2549,2026,True
1d2f290a,JA Thompson,113,99.67,598,937,35,9.401,17.09,3.6,8.4,15.6,0.0177,31.1,True,0.2368,2026,True
cd8d2859,DG Nalkande,101,99.67,598,807,51,8.097,11.73,2.0,7.0,15.0,0.1089,42.98,True,0.2178,2024,False
ab21795b,BAD Manenti,100,99.5,597,728,22,7.317,27.14,3.9,6.0,13.0,0.0,31.16,True,0.16,2025,True
6a26221c,AK Markram,101,99.0,594,797,24,8.051,24.75,4.0,7.0,14.0,0.0297,31.31,True,0.1485,2026,True
783e6111,Chirag Jani,101,98.83,593,771,23,7.801,25.78,3.0,7.0,14.0,0.0198,34.57,True,0.198,2024,False
e94d1dcd,Usman Tariq,99,98.67,592,687,40,6.963,14.8,2.0,6.0,13.2,0.0505,43.58,True,0.1058,2026,True
8f6dd463,Azmatullah Omarzai,98,98.0,588,917,29,9.357,20.28,2.7,9.0,16.0,0.0306,38.44,True,0.3061,2026,True
eaa76d3c,C Green,98,97.17,583,919,23,9.458,25.35,4.0,9.0,17.0,0.0102,36.19,True,0.2653,2026,True
30df8c66,Simarjeet Singh,97,97.0,582,837,33,8.629,17.64,2.0,9.0,15.0,0.0206,47.94,True,0.2474,2025,True
983f2f61,Swapnil Singh,97,96.67,580,659,29,6.817,20.0,2.0,6.0,13.2,0.0206,38.79,True,0.1546,2024,False
fef92afc,SC Kuggeleijn,97,95.33,572,864,39,9.063,14.67,3.0,9.0,16.0,0.0515,42.13,True,0.2887,2024,False
9a963804,LE Plunkett,97,95.17,571,850,31,8.932,18.42,4.0,8.0,15.4,0.0206,31.17,True,0.2371,2025,True
4175d211,SK Springer,95,94.83,569,912,35,9.617,16.26,3.0,8.0,17.0,0.0421,33.22,True,0.3368,2026,True
3d8feaf8,MR Marsh,96,94.33,566,836,32,8.862,17.69,3.5,8.5,15.0,0.0417,32.51,True,0.2577,2024,False
d330f9b9,Dharmendrasinh Jadeja,95,94.17,565,678,18,7.2,31.39,3.0,6.0,14.0,0.0,34.51,True,0.1158,2024,False
4a15018a,Harsh Tyagi,95,94.17,565,659,18,6.998,31.39,2.4,6.0,12.6,0.0,35.22,True,0.1263,2024,False
ec9fc54b,Akshay Wakhare,94,93.67,562,613,25,6.544,22.48,2.0,5.0,12.0,0.0,40.39,True,0.117,2022,False
f752db61,JL Pattinson,95,93.33,560,786,27,8.421,20.74,3.0,8.0,15.2,0.0211,37.86,True,0.2421,2021,False
7b5b6311,CV Milind,96,93.17,559,707,32,7.589,17.47,2.0,7.0,13.75,0.0625,40.25,True,0.2083,2023,False
5750bcb4,E Malinga,94,93.0,558,851,37,9.151,15.08,3.0,9.0,16.7,0.0319,34.77,True,0.234,2026,True
fcc21ace,A Kamboj,94,92.83,557,897,37,9.662,15.05,2.3,9.0,15.7,0.0319,41.47,True,0.3298,2026,True
56b93d46,BJ Webster,93,92.0,552,679,20,7.38,27.6,3.2,7.0,12.8,0.0215,28.44,True,0.1183,2025,True
70d57519,AAP Atkinson,103,91.83,551,786,31,8.559,17.77,2.52,8.4,14.32,0.0388,45.74,True,0.1553,2026,True
0f6db197,S Mahmood,102,91.67,550,873,35,9.524,15.71,3.6,9.6,16.68,0.049,40.73,True,0.2453,2026,True
4b685e2d,DW Lawrence,92,91.17,547,766,21,8.402,26.05,4.0,8.0,13.95,0.0326,31.26,True,0.1717,2026,True
13fc5c6d,DS Rathi,91,91.0,546,826,19,9.077,28.74,4.0,8.0,15.0,0.0,28.39,True,0.2088,2026,True
01ada0ed,A Nagwaswalla,92,90.5,543,641,36,7.083,15.08,1.0,6.0,13.9,0.0652,46.59,True,0.1848,2023,False
ccae927b,Azim Kazi,90,89.33,536,622,24,6.963,22.33,3.0,6.5,12.1,0.0111,38.25,True,0.1,2021,False
f3abd0c9,DR Briggs,96,87.67,526,693,27,7.905,19.48,3.0,7.2,15.0,0.0208,31.75,True,0.1429,2025,True
8998a68f,Sumit Kumar,89,87.67,526,661,36,7.54,14.61,2.0,7.0,14.2,0.0562,36.5,True,0.1348,2024,False
f6cb1703,Vasuki Koushik,88,87.17,523,693,29,7.95,18.03,2.0,7.5,14.3,0.0568,43.21,True,0.1932,2022,False
8b5b6769,Harbhajan Singh,87,86.83,521,694,23,7.992,22.65,2.0,7.0,15.0,0.023,40.88,True,0.2069,2021,False
c96f6ac5,PWA Mulder,88,86.17,517,864,22,10.027,23.5,4.0,10.0,16.0,0.0114,35.2,True,0.4091,2026,True
edb3d4f8,KC Cariappa,86,86.0,516,487,23,5.663,22.43,2.0,5.0,10.5,0.0465,43.41,True,0.093,2023,False
fcf6b0f6,RR Simmonds,87,85.83,515,772,27,8.994,19.07,4.0,9.0,16.0,0.023,33.01,True,0.25,2026,True
f0af99a7,D Ferreira,85,85.67,514,642,22,7.494,23.36,3.0,6.0,14.0,0.0353,32.68,True,0.1609,2026,True
808f425a,JP Faulkner,88,85.5,513,686,36,8.023,14.25,3.0,7.0,15.0,0.0682,39.77,True,0.1818,2020,False
8f3fde65,LC Hatcher,86,84.83,509,737,27,8.688,18.85,3.0,8.0,15.0,0.0581,39.69,True,0.2907,2025,True
641ac5ff,IS Sodhi,89,84.33,506,685,23,8.123,22.0,2.4,7.2,16.16,0.0337,35.77,True,0.1413,2025,True
52cb36a0,Manisankar Murasingh,84,84.0,504,611,18,7.274,28.0,2.0,6.5,14.0,0.0,46.03,True,0.1905,2023,False
51a3c5ef,MJ McClenaghan,84,84.0,504,708,25,8.429,20.16,3.0,8.0,13.0,0.0476,42.66,True,0.2024,2019,False
c8f697bd,SM Fallah,85,83.83,503,591,22,7.05,22.86,3.0,6.0,12.0,0.0,43.14,True,0.1412,2020,False
1cfac535,CP Wood,96,82.17,493,685,28,8.337,17.61,2.4,7.2,16.8,0.0312,37.93,True,0.1649,2026,True
80b2fb19,Prince Yadav,82,81.83,491,750,22,9.165,22.32,4.0,8.5,15.9,0.0366,36.46,True,0.2439,2026,True
f0e293b0,Zahoor Khan,81,81.0,486,696,22,8.593,22.09,4.0,7.0,16.0,0.037,34.57,True,0.2593,2025,True
e087956b,BA Stokes,81,80.33,482,757,19,9.423,25.37,5.0,9.0,15.0,0.0,33.4,True,0.2771,2024,False
272fc5ad,HNA Conway,82,80.17,481,682,20,8.507,24.05,3.0,8.0,14.0,0.0122,32.43,True,0.2439,2022,False
fdf7491e,IC Porel,80,80.0,480,534,27,6.675,17.78,2.0,6.0,11.1,0.075,47.29,True,0.1,2023,False
3d0ed2f9,JT Ball,88,79.33,476,737,31,9.29,15.35,3.6,8.4,15.72,0.0682,35.5,True,0.236,2024,False
ade90de7,S Midhun,80,79.33,476,533,23,6.718,20.7,2.0,6.0,12.1,0.025,37.61,True,0.125,2022,False
45f56920,JD Cook,79,79.0,474,600,24,7.595,19.75,2.8,7.0,13.2,0.0253,35.65,True,0.2152,2020,False
4948a916,Ashutosh Aman,79,79.0,474,477,27,6.038,17.56,2.0,5.0,11.0,0.0506,37.55,True,0.0886,2022,False
23638956,SR Harmer,79,79.0,474,598,13,7.57,36.46,3.0,6.0,13.0,0.0,32.49,True,0.1519,2025,True
c13e34f4,Haider Ali,79,79.0,474,493,19,6.241,24.95,2.0,6.0,11.0,0.0,39.66,True,0.0633,2025,True
7dfb8890,S Muthusamy,80,78.83,473,585,27,7.421,17.52,3.0,7.0,13.0,0.0375,30.02,True,0.1625,2025,True
15deff66,Bishworjit Konthoujam,79,77.83,467,540,20,6.938,23.35,2.0,6.0,14.0,0.038,44.33,True,0.1519,2023,False
ce2b42ae,Darshan Misal,78,77.5,465,564,15,7.277,31.0,2.0,7.0,14.0,0.0,34.41,True,0.1667,2022,False
1b7c4d69,M Mohammed,77,77.0,462,575,26,7.468,17.77,3.0,6.0,13.0,0.039,32.9,True,0.1429,2023,False
fa73f373,Vikas Yadav,77,77.0,462,501,20,6.506,23.1,3.0,6.0,11.0,0.013,33.77,True,0.0909,2021,False
a63563c0,Diwesh Pathania,76,76.0,456,579,20,7.618,22.8,2.0,7.0,13.0,0.0132,42.11,True,0.1579,2021,False
92b7602a,AR Nedd,76,75.83,455,547,19,7.213,23.95,2.0,6.0,15.0,0.0263,43.96,True,0.1579,2026,True
5e3054d0,PG Dooley,76,75.83,455,577,26,7.609,17.5,3.0,7.0,12.5,0.0526,35.16,True,0.1447,2025,True
449f4e3c,B Muzarabani,77,75.67,454,585,27,7.731,16.81,2.76,7.0,14.4,0.0519,43.83,True,0.1923,2026,True
5ec41cd7,Jasdeep Singh,76,75.33,452,688,27,9.133,16.74,3.0,8.5,17.0,0.0395,39.16,True,0.3158,2026,True
b3118300,Wahab Riaz,76,75.17,451,600,24,7.982,18.79,2.5,7.0,14.5,0.0263,44.79,True,0.1818,2022,False
97290faf,S Joseph,76,74.5,447,654,25,8.779,17.88,4.0,8.5,15.0,0.0395,42.73,True,0.25,2026,True
bf6e03ea,K V Sasikanth,75,74.5,447,641,19,8.604,23.53,4.0,8.0,15.0,0.0133,31.54,True,0.24,2023,False
cad40f5e,BA Carse,81,73.83,443,725,22,9.819,20.14,3.6,9.0,19.2,0.0123,38.83,True,0.2471,2026,True
4af886ed,Lakshay Garg,75,73.83,443,611,21,8.275,21.1,2.0,9.0,14.0,0.0133,37.25,True,0.32,2023,False
7517d134,CA Rose,74,73.83,443,624,13,8.451,34.08,3.3,7.0,15.7,0.0,33.18,True,0.2568,2019,False
94d7f855,C de Grandhomme,75,73.67,442,690,9,9.367,49.11,4.0,8.0,17.0,0.0,24.66,True,0.2933,2022,False
22b98d7c,TW Hartley,80,73.33,440,610,31,8.318,14.19,3.6,8.4,14.4,0.075,33.18,True,0.125,2025,True
8db0c0e1,Sagar Udeshi,73,73.0,438,434,15,5.945,29.2,1.2,6.0,11.0,0.0,43.38,True,0.0822,2022,False
fcd1dd35,Ayush Jamwal,73,72.33,434,436,13,6.028,33.38,2.0,5.0,10.8,0.0274,42.4,True,0.0685,2021,False
e84ac20c,MJ Henry,81,72.17,433,689,23,9.547,18.83,2.4,8.4,17.0,0.0123,40.18,True,0.3012,2026,True
fe366f34,C Connolly,73,72.0,432,493,27,6.847,16.0,3.0,6.0,12.0,0.0411,39.58,True,0.137,2025,True
31ee319e,Ajay Mandal,72,72.0,432,495,23,6.875,18.78,3.0,6.5,12.0,0.0278,35.19,True,0.1389,2023,False
8a58f203,R Ugarkar,74,71.5,429,641,23,8.965,18.65,4.0,8.0,15.7,0.0,30.54,True,0.2162,2026,True
f0a0204e,MS Crane,62,71.5,429,611,25,8.545,17.16,3.6,8.4,15.48,0.0323,33.33,True,0.1647,2026,True
e5218454,JB Lintott,69,71.5,429,579,22,8.098,19.5,3.0,7.2,14.4,0.0435,31.24,True,0.1585,2023,False
798cc28e,KM Asif,74,71.33,428,637,20,8.93,21.4,4.0,9.0,15.0,0.0135,38.79,True,0.2568,2023,False
bee290b6,Suboth Bhati,72,71.17,427,568,30,7.981,14.23,2.1,8.0,14.0,0.0417,40.52,True,0.1944,2021,False
a1d95bd8,LB Williams,71,71.0,426,657,31,9.254,13.74,4.0,8.0,15.0,0.0563,41.78,True,0.2917,2025,True
0a3d54b9,VR Aaron,71,70.83,425,668,22,9.431,19.32,3.0,9.0,17.0,0.0282,41.18,True,0.3662,2022,False
66162077,J Bishop,71,70.83,425,531,19,7.496,22.37,2.0,6.0,14.0,0.0,44.47,True,0.1831,2026,True
8f607eea,NA Rathva,70,70.0,420,473,27,6.757,15.56,2.0,5.5,13.0,0.0429,38.1,True,0.1714,2023,False
ac2e7ec0,T Murphy,69,69.0,414,465,21,6.739,19.71,2.8,6.0,12.0,0.0145,35.02,True,0.1159,2025,True
ac5ae4af,I Udana,69,69.0,414,649,22,9.406,18.82,4.0,9.0,15.0,0.0435,34.06,True,0.3333,2022,False
481dd6dc,Abhay Negi,68,68.0,408,503,17,7.397,24.0,2.0,6.0,15.0,0.0147,45.83,True,0.1912,2020,False
78dfe704,V Permaul,68,67.67,406,480,16,7.094,25.38,2.0,6.5,13.0,0.0441,43.84,True,0.1765,2024,False
d68e7f48,R Rampaul,69,67.67,406,581,34,8.586,11.94,2.0,7.0,16.2,0.087,45.32,True,0.2899,2022,False
911d04ad,Gurinder Singh,67,67.0,402,470,18,7.015,22.33,1.6,6.0,13.0,0.0299,40.8,True,0.1642,2021,False
ee1b6c27,N Thushara,67,66.5,399,629,21,9.459,19.0,4.0,9.0,17.0,0.0746,33.08,True,0.3284,2025,True
f62772e5,P Negi,67,66.17,397,526,16,7.95,24.81,2.0,6.0,14.0,0.0149,36.52,True,0.2687,2020,False
3bc10d5b,Pankaj Jaswal,67,66.0,396,488,29,7.394,13.66,2.0,7.0,14.8,0.0448,42.68,True,0.1791,2022,False
f7d267f7,NP Kenjige,67,66.0,396,508,22,7.697,18.0,2.0,6.0,15.0,0.0149,40.66,True,0.209,2026,True
fc55ec67,MR Adair,67,65.83,395,505,18,7.671,21.94,2.0,8.0,13.8,0.0299,43.29,True,0.1791,2025,True
79f8472d,Mohammad Mohsin,66,65.83,395,582,18,8.841,21.94,3.0,7.5,15.0,0.0606,31.65,True,0.2576,2026,True
10636efb,Ajay Sarkar,66,65.5,393,456,13,6.962,30.23,2.0,6.5,13.0,0.0303,43.51,True,0.194,2023,False
d6ac52e8,Akhilesh Sahani,67,65.5,393,530,25,8.092,15.72,3.0,8.0,13.4,0.0597,37.4,True,0.1642,2021,False
33742f04,Usman Qadir,65,65.0,390,561,16,8.631,24.38,4.0,7.0,16.6,0.0,29.49,True,0.2308,2022,False
ba5e1069,R Ravindra,70,64.83,389,501,35,7.728,11.11,1.92,6.5,16.0,0.0857,42.42,True,0.1831,2026,True
18e6906e,A Choudhary,65,64.67,388,428,24,6.619,16.17,2.0,6.0,11.6,0.0308,48.71,True,0.0923,2022,False
6c7a68d0,Shubham Ranjane,65,64.5,387,493,16,7.643,24.19,3.0,7.0,13.2,0.0154,29.2,True,0.1385,2026,True
1f1b4c89,JC Tongue,78,64.33,386,538,35,8.363,11.03,2.4,8.4,13.92,0.0641,45.08,True,0.1026,2026,True
0a4c6dfd,Arshad Khan,68,64.0,384,700,18,10.938,21.33,3.7,10.5,21.0,0.0,38.02,True,0.3824,2026,True
97114e80,Mukhtar Hussain,64,64.0,384,512,22,8.0,17.45,3.0,7.0,13.0,0.0625,45.57,True,0.2188,2023,False
d4b8ea98,Sayan Ghosh,65,64.0,384,449,24,7.016,16.0,2.4,7.0,12.0,0.0462,40.36,True,0.1077,2024,False
c2ed5822,Lalhruai Ralte,64,64.0,384,618,13,9.656,29.54,3.0,10.0,15.0,0.0469,35.16,True,0.4062,2023,False
63bfb5fc,Chintan Gaja,65,63.83,383,458,24,7.175,15.96,2.0,6.0,14.0,0.0308,46.74,True,0.2,2023,False
a24be938,VR Iyer,64,63.5,381,529,18,8.331,21.17,3.0,8.5,14.0,0.0156,34.65,True,0.2188,2024,False
f1f99156,TH David,66,63.33,380,549,7,8.668,54.29,3.0,8.0,15.0,0.0152,28.16,True,0.194,2026,True
b483905d,Akash Singh,64,63.17,379,579,17,9.166,22.29,3.0,9.0,15.7,0.0,38.26,True,0.25,2026,True
0c0ef3fb,Baltej Singh,63,63.0,378,483,24,7.667,15.75,2.0,7.0,14.8,0.0794,44.97,True,0.2222,2023,False
5f39537c,Ravi Teja,63,62.83,377,446,27,7.098,13.96,3.0,7.0,12.8,0.0635,36.6,True,0.127,2023,False
7a490dec,C le Roux,63,62.5,375,567,15,9.072,25.0,4.0,9.0,14.8,0.0635,37.6,True,0.2857,2026,True
8254ea06,HP Patel,63,62.17,373,388,19,6.241,19.63,2.0,7.0,11.0,0.0159,40.75,True,0.0635,2022,False
73ad96ed,DJ Hooda,62,62.0,372,498,8,8.032,46.5,3.0,7.0,13.9,0.0,31.99,True,0.2258,2025,True
45a62071,T Hinds,64,62.0,372,642,20,10.355,18.6,4.0,10.0,19.7,0.0469,32.8,True,0.375,2026,True
66cf56a5,A Mithun,62,62.0,372,494,19,7.968,19.58,3.0,7.0,13.9,0.0161,37.9,True,0.2258,2020,False
9170ff49,Parvez Rasool,62,62.0,372,395,17,6.371,21.88,3.0,5.5,10.9,0.0161,33.06,True,0.0968,2021,False
76a33e00,Imliwati Lemtur,63,61.83,371,442,14,7.148,26.5,3.0,6.0,14.6,0.0159,39.35,True,0.127,2023,False
098a757c,Muhammad Jawadullah,62,61.5,369,524,19,8.52,19.42,3.0,8.0,15.0,0.0484,40.38,True,0.2581,2025,True
f705d984,Fabid Ahmed,62,61.33,368,396,13,6.457,28.31,2.0,6.0,11.9,0.0323,39.95,True,0.1129,2021,False
107c26fb,KT Maphaka,62,61.33,368,644,12,10.5,30.67,4.0,10.0,18.0,0.0161,38.32,True,0.3387,2025,True
4a745f65,AR Nurse,62,61.33,368,463,12,7.549,30.67,2.1,7.5,13.0,0.0,40.49,True,0.2258,2021,False
41eb4a4f,R Vinay Kumar,62,61.17,367,438,24,7.161,15.29,1.0,7.0,13.9,0.0968,46.59,True,0.2097,2019,False
e38bce7a,MG Bracewell,61,61.17,367,554,18,9.057,20.39,4.0,7.2,16.0,0.0492,30.79,True,0.2462,2026,True
33ffc3dd,R Sanjay Yadav,61,61.0,366,418,14,6.852,26.14,2.0,6.0,13.0,0.0164,42.08,True,0.1311,2023,False
a3690f55,Khuzaima Tanveer,63,61.0,366,477,24,7.82,15.25,3.0,7.0,13.0,0.0952,42.9,True,0.1746,2025,True
249abedf,Jalaj S Saxena,61,61.0,366,388,20,6.361,18.3,2.0,7.0,10.0,0.0328,42.9,True,0.082,2023,False
a0d66374,T Pradeep,61,61.0,366,553,15,9.066,24.4,2.0,8.0,16.0,0.0164,36.89,True,0.3115,2022,False
96824e68,CP Tremain,61,60.83,365,490,14,8.055,26.07,2.0,8.0,13.0,0.0,39.45,True,0.2131,2020,False
c5f40e35,SW Currie,71,60.83,365,566,21,9.304,17.38,3.6,8.4,13.2,0.0141,31.23,True,0.0933,2026,True
48bf9d5c,Cheepurapalli Stephen,61,60.67,364,385,28,6.346,13.0,1.0,6.0,12.0,0.082,49.73,True,0.1311,2023,False
2a6afc6f,Saurabh Kumar,61,60.33,362,443,16,7.343,22.62,3.0,7.0,13.0,0.0328,34.25,True,0.1639,2021,False
8891669e,CD Hinchliffe,60,60.0,360,483,19,8.05,18.95,4.0,7.5,14.0,0.0,26.94,True,0.1833,2022,False
650d5e49,R Powell,62,60.0,360,640,17,10.667,21.18,5.0,10.0,18.0,0.0161,27.22,True,0.3871,2026,True
66ea7420,G Lalbiakvela,60,60.0,360,580,11,9.667,32.73,4.0,8.0,14.2,0.0,30.83,True,0.3167,2023,False
791c088d,Harishankar Reddy,60,59.83,359,544,16,9.092,22.44,4.0,9.0,14.2,0.0333,36.49,True,0.25,2023,False
5f317fd4,JA Prestwidge,60,59.33,356,494,17,8.326,20.94,3.9,8.0,13.28,0.0333,37.08,True,0.2333,2022,False
dddca1d6,SB Wagh,60,59.17,355,402,23,6.794,15.43,2.0,6.0,12.0,0.0333,45.07,True,0.1,2021,False
e342d310,Pritam Das,60,59.0,354,459,16,7.78,22.12,2.0,7.0,13.1,0.0333,38.42,True,0.1833,2021,False
7cb2d9d2,DM Dupavillon,59,58.83,353,555,22,9.433,16.05,2.8,9.0,18.0,0.0508,44.76,True,0.2712,2024,False
0f60513c,Akash Choudhary,59,58.17,349,412,19,7.083,18.37,3.0,6.0,14.0,0.0339,46.7,True,0.1356,2023,False
2b85c8e6,JL Jaggesar,58,58.0,348,442,16,7.621,21.75,2.0,7.0,13.3,0.0345,42.24,True,0.2241,2022,False
64d43928,Sohail Tanvir,58,57.5,345,473,17,8.226,20.29,2.0,7.0,15.3,0.0345,46.38,True,0.2586,2020,False
44a18ad8,J Royal,58,57.33,344,446,19,7.779,18.11,2.0,8.0,14.3,0.0345,45.64,True,0.1897,2026,True
de4b0555,R Shukla,57,57.0,342,504,22,8.842,15.55,3.0,8.0,15.0,0.0877,37.43,True,0.2281,2021,False
4885bbe6,Yudhvir Singh,57,57.0,342,521,18,9.14,19.0,1.6,9.0,16.0,0.0526,44.74,True,0.3333,2025,True
74a274cc,TG Helm,68,56.67,340,573,25,10.112,13.6,2.82,9.6,18.0,0.0441,36.76,True,0.2319,2026,True
4167f30b,IG Holland,57,56.5,339,480,23,8.496,14.74,3.0,8.0,15.4,0.0526,33.63,True,0.193,2026,True
