identifier,name,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2,name_canonical_id,name_canonical_name,name_mapping_method,unique_name_canonical_id,unique_name_canonical_name,unique_name_mapping_method
9f9a728c,CR Kumarage,CR Kumarage,,,,,,,49389.0,,,,,,,,,,,,,UNRESOLVED,CR Kumarage,unresolved,UNRESOLVED,CR Kumarage,unresolved
003dbe99,CR Marshall,CR Marshall,,,,,,,767057.0,,,,,,,,,,,,,UNRESOLVED,CR Marshall,unresolved,UNRESOLVED,CR Marshall,unresolved
88dbeccf,CR Matthews,CR Matthews,,,,,,,46189.0,,,,2063.0,,,,,,,,,UNRESOLVED,CR Matthews,unresolved,UNRESOLVED,CR Matthews,unresolved
10da9f8b,CR McLachlan,CR McLachlan,,,,,,,1129639.0,,,,,,,795b8b65-35fd-40f5-8cf4-536d241e74d4,,,,,,UNRESOLVED,CR McLachlan,unresolved,UNRESOLVED,CR McLachlan,unresolved
02a6cb16,CRM Douglas,CRM Douglas,,,,,,,307449.0,,,,,,,,,,,,,UNRESOLVED,CRM Douglas,unresolved,UNRESOLVED,CRM Douglas,unresolved
fbfc3097,CR Miller,CR Miller,,,,,,,6607.0,,,,2638.0,,,,,,,,,UNRESOLVED,CR Miller,unresolved,UNRESOLVED,CR Miller,unresolved
abc0bd86,CR Mohite,CR Mohite,,,,,,,31647.0,,,,,,,,,,,,,UNRESOLVED,CR Mohite,unresolved,UNRESOLVED,CR Mohite,unresolved
ef65ab50,CR Nicholls,CR Nicholls,,,,,,,1260391.0,,,,,,,53b1c97c-d49a-4944-9301-c2b0b5fb981b,,,,,,UNRESOLVED,CR Nicholls,unresolved,UNRESOLVED,CR Nicholls,unresolved
07ac9c54,C Roberts,C Roberts,,,,,,,1432707.0,,,,,,,,,,,,,UNRESOLVED,C Roberts,unresolved,UNRESOLVED,C Roberts,unresolved
d26de4de,C Robertson,C Robertson,,,,,,,1278206.0,,,,,,,,,,,,,UNRESOLVED,C Robertson,unresolved,UNRESOLVED,C Robertson,unresolved
2da4519d,C Robinson,C Robinson,,,,,,,1232502.0,,,,,,,,,,,,,UNRESOLVED,C Robinson,unresolved,UNRESOLVED,C Robinson,unresolved
d7c02672,CR Pagydyala,CR Pagydyala,,,,,,,1396116.0,,,,,,,,,,,,,UNRESOLVED,CR Pagydyala,unresolved,UNRESOLVED,CR Pagydyala,unresolved
defcefc8,CR Pedersen,CR Pedersen,,,,,,,23918.0,,,,,,,,,,,,,UNRESOLVED,CR Pedersen,unresolved,UNRESOLVED,CR Pedersen,unresolved
8162b0f8,CR Phillips,CR Phillips,,,,,,,1148158.0,,,,,,,,,,,,,UNRESOLVED,CR Phillips,unresolved,UNRESOLVED,CR Phillips,unresolved
8d705d48,CR Pryor,CR Pryor,,,,,,,38140.0,,,,,,,,,,,,,UNRESOLVED,CR Pryor,unresolved,UNRESOLVED,CR Pryor,unresolved
2b8b1a06,CR Rangachari,CR Rangachari,,,,,,,33088.0,,,,814.0,,,,,,,,,UNRESOLVED,CR Rangachari,unresolved,UNRESOLVED,CR Rangachari,unresolved
c10a581f,CR Richards,CR Richards,,,,,,,1345193.0,,,,,,,,,,,,,UNRESOLVED,CR Richards,unresolved,UNRESOLVED,CR Richards,unresolved
66754320,CR Sarsfield,CR Sarsfield,,,,,,,805139.0,,,,1753731.0,,,,,,,,,UNRESOLVED,CR Sarsfield,unresolved,UNRESOLVED,CR Sarsfield,unresolved
bff0535a,CR Seneviratna,CR Seneviratna,,,,,,,54776.0,,,,,,,,,,,606.0,,UNRESOLVED,CR Seneviratna,unresolved,UNRESOLVED,CR Seneviratna,unresolved
29f936f0,CR Smith,CR Smith,,,,,,,53679.0,,,,,,,,,,,,,UNRESOLVED,CR Smith,unresolved,UNRESOLVED,CR Smith,unresolved
8a3756a0,CR Suryawanshi,CR Suryawanshi,,,,,,,318713.0,,,,,,,,,,,,,UNRESOLVED,CR Suryawanshi,unresolved,UNRESOLVED,CR Suryawanshi,unresolved
2a236847,CR Swan,CR Swan,,,,,,,7698.0,,,,,,,,,,,,,2a236847,CR Swan,exact_match,2a236847,CR Swan,exact_match
7046a18b,CR Taylor,CR Taylor,,,,,,,22006.0,,,,,,,,,,,,,UNRESOLVED,CR Taylor,unresolved,UNRESOLVED,CR Taylor,unresolved
8088632c,C Rububagumya,C Rububagumya,,,,,,,1151255.0,,,,,,,,,,,,,UNRESOLVED,C Rububagumya,unresolved,UNRESOLVED,C Rububagumya,unresolved
3ed4e2ad,C Rumistrzewicz,C Rumistrzewicz,,,,,,,1153796.0,,,,,,,,,,,,,UNRESOLVED,C Rumistrzewicz,unresolved,UNRESOLVED,C Rumistrzewicz,unresolved
e737a5fe,C Rushworth,C Rushworth,,,,,,,20032.0,,,,,,,912b63af-cf29-4e4d-9141-ff87a3edf56a,,,,,,UNRESOLVED,C Rushworth,unresolved,UNRESOLVED,C Rushworth,unresolved
4c5d73db,CR Woakes,CR Woakes,,,,,,,247235.0,,,11240.0,89869.0,,,30aed493-7405-c742-81a2-cf70dd99f3ea,36f0b5b7-53f1-4309-a1bb-f8103fdf82f5,,,967.0,,4c5d73db,CR Woakes,exact_match,4c5d73db,CR Woakes,exact_match
c81996f4,C Sakamoto,C Sakamoto,,,,,,,651221.0,,,,,,,,,,,,,UNRESOLVED,C Sakamoto,unresolved,UNRESOLVED,C Sakamoto,unresolved
2cdce1be,C Sakariya,C Sakariya,yK0eOAGiO1JVQIeIbULiCXhiiciJJzJ,,,,,,1131754.0,,,,,,,,,,,11062.0,,2cdce1be,C Sakariya,exact_match,2cdce1be,C Sakariya,exact_match
ea4f7003,C Sammut,C Sammut,,,,,,,1390792.0,,,,,,,,,,,,,UNRESOLVED,C Sammut,unresolved,UNRESOLVED,C Sammut,unresolved
164d706e,C Sanda,C Sanda,,,,,,,1390774.0,,,,,,,,,,,,,UNRESOLVED,C Sanda,unresolved,UNRESOLVED,C Sanda,unresolved
da520be4,C Sandaru,C Sandaru,,,,,,,1194793.0,,,,,,,,,,,,,UNRESOLVED,C Sandaru,unresolved,UNRESOLVED,C Sandaru,unresolved
02e58a32,C Sawad,C Sawad,,,,,,,307709.0,,,,,,,,,,,,,UNRESOLVED,C Sawad,unresolved,UNRESOLVED,C Sawad,unresolved
151e8077,CS Baugh,CS Baugh,,,,,,,51446.0,,,,17557.0,,,,,,,,,151e8077,CS Baugh,exact_match,151e8077,CS Baugh,exact_match
e079e12b,CS Buckman,CS Buckman,,,,,,,598154.0,,,,,,,,,,,,,UNRESOLVED,CS Buckman,unresolved,UNRESOLVED,CS Buckman,unresolved
eb725bc7,C Scholz,C Scholz,,,,,,,1268916.0,,,,,,,,,,,,,UNRESOLVED,C Scholz,unresolved,UNRESOLVED,C Scholz,unresolved
d97a6ae8,CS Cowdrey,CS Cowdrey,,,,,,,10843.0,,,,1768.0,,,,,,,,,UNRESOLVED,CS Cowdrey,unresolved,UNRESOLVED,CS Cowdrey,unresolved
afa78c3a,CS Delport,CS Delport,,,,,,,322810.0,,,15397.0,235657.0,,,,,,,1896.0,,afa78c3a,CS Delport,exact_match,afa78c3a,CS Delport,exact_match
776a20b0,CS Dempster,CS Dempster,,,,,,,36827.0,,,,522.0,,,,,,,,,UNRESOLVED,CS Dempster,unresolved,UNRESOLVED,CS Dempster,unresolved
ae32fc6f,C Seabourne,C Seabourne,,,,,,,1293740.0,,,,,,,,,,,,,UNRESOLVED,C Seabourne,unresolved,UNRESOLVED,C Seabourne,unresolved
be8b147b,C Seleka,C Seleka,,,,,,,946365.0,,,,2437611.0,,45740.0,,,,,,,UNRESOLVED,C Seleka,unresolved,UNRESOLVED,C Seleka,unresolved
52d7370b,CS Evans,CS Evans,,,,,,,1332000.0,,,,,,,,,,,,,UNRESOLVED,CS Evans,unresolved,UNRESOLVED,CS Evans,unresolved
f82a0b02,C Sewsunker,C Sewsunker,,,,,,,1306443.0,,,,,,,,,,,,,UNRESOLVED,C Sewsunker,unresolved,UNRESOLVED,C Sewsunker,unresolved
fb9a8cc3,CS Fraser,CS Fraser,,,,,,,1214080.0,,,,2210809.0,,,,,,,18846.0,,UNRESOLVED,CS Fraser,unresolved,UNRESOLVED,CS Fraser,unresolved
9cdc553a,CS Gamlath,CS Gamlath,,,,,,,1438825.0,,,,,,,,,,,,,UNRESOLVED,CS Gamlath,unresolved,UNRESOLVED,CS Gamlath,unresolved
0f9d921b,C Shamshuddin,C Shamshuddin,,,,,,,340535.0,,,,,,,,,,,,,UNRESOLVED,C Shamshuddin,unresolved,UNRESOLVED,C Shamshuddin,unresolved
cf2e8492,C Sharma,C Sharma,,,,,,,33949.0,,,,1762.0,,,,,,,,,UNRESOLVED,C Sharma,unresolved,UNRESOLVED,C Sharma,unresolved
a02a0e07,C Shivakumar,C Shivakumar,,,,,,,1474909.0,,,,,,,,,,,,,UNRESOLVED,C Shivakumar,unresolved,UNRESOLVED,C Shivakumar,unresolved
7459295a,C Simmonds,C Simmonds,,,,,,,1489206.0,,,,,,,,,,,,,UNRESOLVED,C Simmonds,unresolved,UNRESOLVED,C Simmonds,unresolved
db362015,C Skelton,C Skelton,,,,,,,1146032.0,,,,,,,04b71e85-2339-4d9a-9d6e-a7774d551801,,,,,,UNRESOLVED,C Skelton,unresolved,UNRESOLVED,C Skelton,unresolved
9c376401,CS MacLeod,CS MacLeod,,,,,,,232435.0,,,,87858.0,,,,,,,1156.0,,UNRESOLVED,CS MacLeod,unresolved,UNRESOLVED,CS MacLeod,unresolved
66380437,CS Marriott,CS Marriott,,,,,,,16903.0,,,,621.0,,,,,,,,,UNRESOLVED,CS Marriott,unresolved,UNRESOLVED,CS Marriott,unresolved
05e0fab5,CS Martin,CS Martin,,,,,,,37700.0,,,,9619.0,,,25b6a9d9-aea4-4924-936e-401eaaef30a2,,,,776.0,,UNRESOLVED,CS Martin,unresolved,UNRESOLVED,CS Martin,unresolved
c160db98,C Smith,C Smith,,,,,,,932573.0,1340010.0,,,,,,,,,,,,UNRESOLVED,C Smith,unresolved,UNRESOLVED,C Smith,unresolved
99c86133,CS Mugeri,CS Mugeri,,,,,,,317148.0,,,,,,,,,,,,,UNRESOLVED,CS Mugeri,unresolved,UNRESOLVED,CS Mugeri,unresolved
df997334,CS Nascimento,CS Nascimento,,,,,,,1318955.0,,,,,,,,,,,,,UNRESOLVED,CS Nascimento,unresolved,UNRESOLVED,CS Nascimento,unresolved
37a6a5c8,CS Nayudu,CS Nayudu,,,,,,,31813.0,,,,634.0,,,,,,,,,UNRESOLVED,CS Nayudu,unresolved,UNRESOLVED,CS Nayudu,unresolved
1669ba8a,CSN Mbelel,CSN Mbelel,,,,,,,1435502.0,,,,,,,,,,,,,UNRESOLVED,CSN Mbelel,unresolved,UNRESOLVED,CSN Mbelel,unresolved
b2f4cb0d,C Sosa,C Sosa,,,,,3520704.0,,1203218.0,,,,,,,,,,,,,UNRESOLVED,C Sosa,unresolved,UNRESOLVED,C Sosa,unresolved
f4b08bac,CS Pandit,CS Pandit,,,,,,,32179.0,,,,1839.0,,,,,,,,,UNRESOLVED,CS Pandit,unresolved,UNRESOLVED,CS Pandit,unresolved
553eff23,CS Pedersen,CS Pedersen,,,,,,,1286029.0,,,,,,,,,,,,,UNRESOLVED,CS Pedersen,unresolved,UNRESOLVED,CS Pedersen,unresolved
5d17f075,C Sridev,C Sridev,,,,,,,1179848.0,,,,,,,,,,,,,UNRESOLVED,C Sridev,unresolved,UNRESOLVED,C Sridev,unresolved
b7ccb3c9,CS Sandri,CS Sandri,,,,,,,7908.0,,,,,,,,,,,,,b7ccb3c9,CS Sandri,exact_match,b7ccb3c9,CS Sandri,exact_match
6f7f153b,CS Serjeant,CS Serjeant,,,,,,,7594.0,,,,1527.0,,,,,,,,,UNRESOLVED,CS Serjeant,unresolved,UNRESOLVED,CS Serjeant,unresolved
c2123fd0,C Stephenson,C Stephenson,,,,,,,1463240.0,,,,,,,,,,,,,UNRESOLVED,C Stephenson,unresolved,UNRESOLVED,C Stephenson,unresolved
fc2c5891,CS Terblanche,CS Terblanche,,,,,,,54644.0,,,,,,,,,,,,,UNRESOLVED,CS Terblanche,unresolved,UNRESOLVED,CS Terblanche,unresolved
3f9ec1d2,C Stow,C Stow,,,,,,,1446918.0,,,,,,,,,,,,,3f9ec1d2,C Stow,exact_match,3f9ec1d2,C Stow,exact_match
307b0ed0,C Streets,C Streets,,,,,,,1484824.0,,,,,,,,,,,,,UNRESOLVED,C Streets,unresolved,UNRESOLVED,C Streets,unresolved
391a825b,C Sudarsanan,C Sudarsanan,,,,,,,1386556.0,,,,,,,,,,,,,UNRESOLVED,C Sudarsanan,unresolved,UNRESOLVED,C Sudarsanan,unresolved
a779dcce,C Sully,C Sully,,,,,,,1076379.0,,,,,,,,,,,,,UNRESOLVED,C Sully,unresolved,UNRESOLVED,C Sully,unresolved
f6ddfe08,C Sutthiruang,C Sutthiruang,,,,,,,587145.0,,,,1226069.0,,,,,,,19477.0,,UNRESOLVED,C Sutthiruang,unresolved,UNRESOLVED,C Sutthiruang,unresolved
3b009dd0,C Swart,C Swart,,,,,,,1539384.0,,,,,,,,,,,,,UNRESOLVED,C Swart,unresolved,UNRESOLVED,C Swart,unresolved
c2270248,CS Wimble,CS Wimble,,,,,,,47909.0,,,,161.0,,,,,,,,,UNRESOLVED,CS Wimble,unresolved,UNRESOLVED,CS Wimble,unresolved
4444ed90,C Taylor,C Taylor,,,,,,,1491377.0,,,,,,,b89d1c1e-840a-4720-a1ff-84784ebc64f8,,,,,,UNRESOLVED,C Taylor,unresolved,UNRESOLVED,C Taylor,unresolved
399b0b94,CT Bancroft,CT Bancroft,,,5359.0,,,,501011.0,,,,487928.0,,,25187162-b77a-42e9-b66d-ce36cb4537d9,,,,1861.0,,399b0b94,CT Bancroft,exact_match,399b0b94,CT Bancroft,exact_match
802adee4,CTB Turner,CTB Turner,,,,,,,7990.0,,,,98.0,,,,,,,,,UNRESOLVED,CTB Turner,unresolved,UNRESOLVED,CTB Turner,unresolved
5945b15b,CT Cameron,CT Cameron,,,,,,,1515475.0,,,,,,,,,,,,,UNRESOLVED,CT Cameron,unresolved,UNRESOLVED,CT Cameron,unresolved
32a85e70,C Tchale,C Tchale,,,,,,,1492936.0,,,,,,,,,,,,,UNRESOLVED,C Tchale,unresolved,UNRESOLVED,C Tchale,unresolved
8d7fba79,CT Dhururu,CT Dhururu,,,,,,,1094714.0,,,,,,,,,,,,,UNRESOLVED,CT Dhururu,unresolved,UNRESOLVED,CT Dhururu,unresolved
7ffe4817,C Tear,C Tear,,,,,,,1266476.0,,,,,,,a6028aa0-e86c-4f6b-a416-ea595c74b957,,,,,,UNRESOLVED,C Tear,unresolved,UNRESOLVED,C Tear,unresolved
5e7d78cd,C Tebb,C Tebb,,,,,,,1323675.0,,,,,,,,,,,,,UNRESOLVED,C Tebb,unresolved,UNRESOLVED,C Tebb,unresolved
59013e14,CT Hawkins,CT Hawkins,,,,,,,1167937.0,,,,,,,3dd63fb8-2fe7-4366-9627-ab46fd2afc04,,,,,,UNRESOLVED,CT Hawkins,unresolved,UNRESOLVED,CT Hawkins,unresolved
68664af7,C Thomas,C Thomas,,,,,,,557390.0,,,,,,,,,,,,,UNRESOLVED,C Thomas,unresolved,UNRESOLVED,C Thomas,unresolved
5ba67740,C Thompson,C Thompson,,,,,,,1416124.0,,,,,,,,,,,,,UNRESOLVED,C Thompson,unresolved,UNRESOLVED,C Thompson,unresolved
904288fe,C Thorburn,C Thorburn,,,,,,,319435.0,,,,,,,,,,,,,UNRESOLVED,C Thorburn,unresolved,UNRESOLVED,C Thorburn,unresolved
4d8ad58c,C Thurgate,C Thurgate,,,,,,,1061087.0,,,,,,,,,,,,,UNRESOLVED,C Thurgate,unresolved,UNRESOLVED,C Thurgate,unresolved
70841eab,C Tlali,C Tlali,,,,,,,1163137.0,,,,,,,,,,,,,UNRESOLVED,C Tlali,unresolved,UNRESOLVED,C Tlali,unresolved
b08de60e,C Tlou,C Tlou,,,,,,,1214787.0,,,,,,,,,,,,,UNRESOLVED,C Tlou,unresolved,UNRESOLVED,C Tlou,unresolved
6a32ef43,CT McNally,CT McNally,,,,,,,1429988.0,,,,,,,,,,,,,UNRESOLVED,CT McNally,unresolved,UNRESOLVED,CT McNally,unresolved
28496266,CT Mumba,CT Mumba,,,,,,,672775.0,,,,1541296.0,,,,,,,3723.0,,UNRESOLVED,CT Mumba,unresolved,UNRESOLVED,CT Mumba,unresolved
26f12506,CT Mutombodzi,CT Mutombodzi,,,,,,,333001.0,,,,260169.0,,,,,,,1100.0,,UNRESOLVED,CT Mutombodzi,unresolved,UNRESOLVED,CT Mutombodzi,unresolved
c6d4cff0,C Tommy,C Tommy,,,,,,,647711.0,,,,,,,,,,,,,UNRESOLVED,C Tommy,unresolved,UNRESOLVED,C Tommy,unresolved
7b334f2e,CT Patankar,CT Patankar,,,,,,,32220.0,,,,1037.0,,,,,,,,,UNRESOLVED,CT Patankar,unresolved,UNRESOLVED,CT Patankar,unresolved
fe7a0f07,CT Peploe,CT Peploe,,,,,,,19255.0,,,,,,,,,,,,,UNRESOLVED,CT Peploe,unresolved,UNRESOLVED,CT Peploe,unresolved
0ec543e8,CT Radley,CT Radley,,,,,,,19316.0,,,,1551.0,,,,,,,,,UNRESOLVED,CT Radley,unresolved,UNRESOLVED,CT Radley,unresolved
ae624b05,C Trott,C Trott,,,,,,,1144660.0,,,,,,,,,,,,,UNRESOLVED,C Trott,unresolved,UNRESOLVED,C Trott,unresolved
14b25c1a,CT Sandaruwan,CT Sandaruwan,,,,,,,1308717.0,,,,,,,,,,,,,UNRESOLVED,CT Sandaruwan,unresolved,UNRESOLVED,CT Sandaruwan,unresolved
29b272d4,CT Sarwate,CT Sarwate,,,,,,,33859.0,,,,756.0,,,,,,,,,UNRESOLVED,CT Sarwate,unresolved,UNRESOLVED,CT Sarwate,unresolved
9ab2cc9b,C Tshiki,C Tshiki,,,,,,,429708.0,,,,,,,,,,,,,UNRESOLVED,C Tshiki,unresolved,UNRESOLVED,C Tshiki,unresolved
5899dceb,CT Steel,CT Steel,,,,,,,633301.0,,,,,,,9c60f5f1-0ee2-4682-b715-0077f73b1666,,3750.0,,,,UNRESOLVED,CT Steel,unresolved,UNRESOLVED,CT Steel,unresolved
4f4dc0b2,CT Studd,CT Studd,,,,,,,20398.0,,,,66.0,,,,,,,,,UNRESOLVED,CT Studd,unresolved,UNRESOLVED,CT Studd,unresolved
a72b14ff,CT Tremlett,CT Tremlett,,,,,,,21650.0,,,,10708.0,,,,,,,1255.0,,a72b14ff,CT Tremlett,exact_match,a72b14ff,CT Tremlett,exact_match
74a578d0,C Udekwe,C Udekwe,,,,,,,1280663.0,,,,,,,,,,,,,UNRESOLVED,C Udekwe,unresolved,UNRESOLVED,C Udekwe,unresolved
fdf9c85a,C Udoyi,C Udoyi,,,,,,,24763.0,,,,,,,,,,,,,UNRESOLVED,C Udoyi,unresolved,UNRESOLVED,C Udoyi,unresolved
575ab3ce,CU Jayasinghe,CU Jayasinghe,,,,,,,49287.0,,,,,,,,,,,876.0,,UNRESOLVED,CU Jayasinghe,unresolved,UNRESOLVED,CU Jayasinghe,unresolved
5ab614e2,C Umutonni,C Umutonni,,,,,,,1450523.0,,,,,,,,,,,,,UNRESOLVED,C Umutonni,unresolved,UNRESOLVED,C Umutonni,unresolved
81dfc700,C Uwamahoro,C Uwamahoro,,,,,,,383862.0,,,,,,,,,,,,,UNRESOLVED,C Uwamahoro,unresolved,UNRESOLVED,C Uwamahoro,unresolved
808bb510,C Uwase,C Uwase,,,,,6165712.0,,1318941.0,,,,,,,,,,,,,UNRESOLVED,C Uwase,unresolved,UNRESOLVED,C Uwase,unresolved
2edff783,C Valencia,C Valencia,,,,,,,1546409.0,,,,,,,,,,,,,UNRESOLVED,C Valencia,unresolved,UNRESOLVED,C Valencia,unresolved
137e7065,C Valente,C Valente,,,7074.0,,,,605576.0,,,,1073282.0,,,,,,,,,137e7065,C Valente,exact_match,137e7065,C Valente,exact_match
ebecf63d,C Valentine,C Valentine,,,,,,,53864.0,,,,,,,,,,,,,UNRESOLVED,C Valentine,unresolved,UNRESOLVED,C Valentine,unresolved
98b974df,C van der Westhuizen,C van der Westhuizen,,,,,,,54640.0,,,,,,,,,,,,,UNRESOLVED,C van der Westhuizen,unresolved,UNRESOLVED,C van der Westhuizen,unresolved
c01ca5af,CV Anto,CV Anto,,,,,,,1369680.0,,,,,,,,,,,,,UNRESOLVED,CV Anto,unresolved,UNRESOLVED,CV Anto,unresolved
5fe71db5,C Vassilas,C Vassilas,,,,,,,591112.0,,,,,,,,,,,,,UNRESOLVED,C Vassilas,unresolved,UNRESOLVED,C Vassilas,unresolved
cf71b660,C Veretaki,C Veretaki,,,,,,,1082729.0,,,,,,,,,,,,,UNRESOLVED,C Veretaki,unresolved,UNRESOLVED,C Veretaki,unresolved
d1f0c1ce,CV Fernandes Torres,CV Fernandes Torres,,,,,,,1339875.0,,,,,,,,,,,,,UNRESOLVED,CV Fernandes Torres,unresolved,UNRESOLVED,CV Fernandes Torres,unresolved
04d764f3,CV Gadkari,CV Gadkari,,,,,,,28751.0,,,,951.0,,,,,,,,,UNRESOLVED,CV Gadkari,unresolved,UNRESOLVED,CV Gadkari,unresolved
0d389efe,CV Grimmett,CV Grimmett,,,,,,,5443.0,,,,449.0,,,,,,,,,UNRESOLVED,CV Grimmett,unresolved,UNRESOLVED,CV Grimmett,unresolved
b0b80a99,CV Harrison,CV Harrison,,,,,,,649437.0,,,,,,,,,,,,,UNRESOLVED,CV Harrison,unresolved,UNRESOLVED,CV Harrison,unresolved
f7b2cbe8,C Viljoen,C Viljoen,,,,,,,387845.0,,,,,,,709961bc-25a0-4714-aac3-ece4e6c9f8b3,,,,,,UNRESOLVED,C Viljoen,unresolved,UNRESOLVED,C Viljoen,unresolved
ca754d9a,CV John,CV John,,,,,,,578123.0,,,,,,,,,,,,,UNRESOLVED,CV John,unresolved,UNRESOLVED,CV John,unresolved
25e401e3,CV Kadam,CV Kadam,,,,,,,30453.0,,,,,,,,,,,,,UNRESOLVED,CV Kadam,unresolved,UNRESOLVED,CV Kadam,unresolved
7b5b6311,CV Milind,CV Milind,UAOcJbCeGzXiVeIi0LOQJihI1iJJKyi,,,,,,604616.0,,,,,,,,,,,1559.0,,7b5b6311,CV Milind,exact_match,7b5b6311,CV Milind,exact_match
b1a4226c,CV Ranasinghe,CV Ranasinghe,,,,,,,1534338.0,,,,,,,,,,,,,UNRESOLVED,CV Ranasinghe,unresolved,UNRESOLVED,CV Ranasinghe,unresolved
5b7ab5a9,CV Varun,CV Varun,,,,,,,1108375.0,,,,2236878.0,,,,,,,5432.0,,5b7ab5a9,CV Varun,exact_match,5b7ab5a9,CV Varun,exact_match
b91b9bf4,CV Wight,CV Wight,,,,,,,53224.0,,,,491.0,,,,,,,,,UNRESOLVED,CV Wight,unresolved,UNRESOLVED,CV Wight,unresolved
18db3f22,C Waiswa,C Waiswa,,,,,,,208245.0,,,,78885.0,,,,,,,,,UNRESOLVED,C Waiswa,unresolved,UNRESOLVED,C Waiswa,unresolved
e731bb66,CW Andrews,CW Andrews,,,,,,,599506.0,,,,,,,c599130a-1ac1-4fee-80f7-565f21f69b37,,,,,,UNRESOLVED,CW Andrews,unresolved,UNRESOLVED,CW Andrews,unresolved
d8a07349,C Washbrook,C Washbrook,,,,,,,22322.0,,,,703.0,,,,,,,,,UNRESOLVED,C Washbrook,unresolved,UNRESOLVED,C Washbrook,unresolved
121d97fb,C Watuwa,C Watuwa,,,,,,,1380566.0,,,,,,,,,,,,,UNRESOLVED,C Watuwa,unresolved,UNRESOLVED,C Watuwa,unresolved
6e849a7b,CW Coombe,CW Coombe,,,,,,,524077.0,,,,,,,,,,,,,UNRESOLVED,CW Coombe,unresolved,UNRESOLVED,CW Coombe,unresolved
1f4a8a2a,C Webb,C Webb,,,11324.0,,,,1123362.0,,,,1381038.0,,,,,,,,,UNRESOLVED,C Webb,unresolved,UNRESOLVED,C Webb,unresolved
f7bf6004,C Webster,C Webster,,,,,,,1358611.0,,,,,,,,,,,,,UNRESOLVED,C Webster,unresolved,UNRESOLVED,C Webster,unresolved
a71e1bb0,C Wesley,C Wesley,,,,,,,47879.0,,,,1136.0,,,,,,,,,UNRESOLVED,C Wesley,unresolved,UNRESOLVED,C Wesley,unresolved
3e6229d1,CW Gaylard,CW Gaylard,,,,,,,707119.0,,,,,,,e1c5065d-820b-43bb-bea5-0d191260bd9d,,,,,,UNRESOLVED,CW Gaylard,unresolved,UNRESOLVED,CW Gaylard,unresolved
4e6e2a95,CWG Bassano,CWG Bassano,,,,,,,9377.0,,,,,,,,,,,,,UNRESOLVED,CWG Bassano,unresolved,UNRESOLVED,CWG Bassano,unresolved
83743336,CW Henderson,CW Henderson,,,,,,,45431.0,,,,4010.0,,,,,,,,,UNRESOLVED,CW Henderson,unresolved,UNRESOLVED,CW Henderson,unresolved
f44af07f,C White,C White,,,,,,,22403.0,,,,2158.0,,,,,,,,,UNRESOLVED,C White,unresolved,UNRESOLVED,C White,unresolved
a5c48ed1,C Wickramasinghe,C Wickramasinghe,,,,,,,1186658.0,,,,,,,,,,,,,UNRESOLVED,C Wickramasinghe,unresolved,UNRESOLVED,C Wickramasinghe,unresolved
db86ac96,C Wijesinghe,Chandrika Wijesinghe,,,,,,,1438826.0,,,,,,,,,,,,,UNRESOLVED,C Wijesinghe,unresolved,UNRESOLVED,Chandrika Wijesinghe,unresolved
0a2d45b0,C Wijesinghe,C Wijesinghe,,,,,,,1162378.0,,,,,,,,,,,,,UNRESOLVED,C Wijesinghe,unresolved,UNRESOLVED,C Wijesinghe,unresolved
d566a570,C Williams,C Williams,,,,,,,661451.0,,,,,,,,,,,,,UNRESOLVED,C Williams,unresolved,UNRESOLVED,C Williams,unresolved
44b2bacc,C Wilson,C Wilson,,,,,,,1452731.0,,,,,,,,,,,,,UNRESOLVED,C Wilson,unresolved,UNRESOLVED,C Wilson,unresolved
42ee1d76,CWJ Allison,CWJ Allison,,,,,,,1318254.0,,,,,,,173c8f59-3bdc-4b66-b30c-34f359e36e63,,,,,,UNRESOLVED,CWJ Allison,unresolved,UNRESOLVED,CWJ Allison,unresolved
462f5874,CWJ Athey,CWJ Athey,,,,,,,8581.0,,,,1628.0,,,,,,,,,UNRESOLVED,CWJ Athey,unresolved,UNRESOLVED,CWJ Athey,unresolved
461b7e8d,CW Jones,CW Jones,,,,,,,1318287.0,,,,,,,,,,,,,UNRESOLVED,CW Jones,unresolved,UNRESOLVED,CW Jones,unresolved
38ad74f7,CWL Parker,CWL Parker,,,,,,,18418.0,,,,407.0,,,,,,,,,UNRESOLVED,CWL Parker,unresolved,UNRESOLVED,CWL Parker,unresolved
9f998ed8,CW Perchard,CW Perchard,,,,,,,414969.0,,,,,,,,,,,,,UNRESOLVED,CW Perchard,unresolved,UNRESOLVED,CW Perchard,unresolved
d465c6d7,C Wright,C Wright,,,,,,,252878.0,,,,,,,,,,,,,UNRESOLVED,C Wright,unresolved,UNRESOLVED,C Wright,unresolved
71cbe1c0,CWR Zalati,CWR Zalati,,,,,,,453253.0,,,,,,,,,,,,,UNRESOLVED,CWR Zalati,unresolved,UNRESOLVED,CWR Zalati,unresolved
21d559ba,CW Smith,CW Smith,,,,,,,52940.0,,,,1144.0,,,,,,,,,UNRESOLVED,CW Smith,unresolved,UNRESOLVED,CW Smith,unresolved
